Sample Type / Type d'échantillon,Month/Mois,Year/Année,Location/Emplacement,Volume Collected/Volume prélevé (L),Activity/Activité (Bq/L),Error/Erreur (Bq/L),Activity/Activité (Bq/m^3),Error/Erreur (Bq/m^3),Comments/Commentaires
Vapour/Vapeur,6,2002,GE2,0.02,16,3,0.171,0.032,
Vapour/Vapeur,6,2002,GE3,0.02,11,3,0.161,0.031,
Vapour/Vapeur,6,2002,GE4,0.02,49,4,0.079,0.023,
Vapour/Vapeur,6,2002,GE6,0.02,124,5,0.241,0.033,
Vapour/Vapeur,6,2002,GE7,0.02,34,3,0.742,0.044,
Vapour/Vapeur,6,2002,LE1,0.02,112,5,2.49,0.063,
Vapour/Vapeur,6,2002,LE2,0.02,9,3,0.849,0.04,
Vapour/Vapeur,6,2002,LE3,0.01,12,3,0.143,0.022,
Vapour/Vapeur,6,2002,LE4,0.02,2,2,0.107,0.022,
Vapour/Vapeur,6,2002,LE7,0.02,2,2,-0.011,0.025,
Vapour/Vapeur,6,2002,LE8,0.02,12,3,0.006,0.026,
Vapour/Vapeur,6,2002,OA2,0.02,20,3,0.551,0.035,
Vapour/Vapeur,6,2002,PI12,0.01,22,3,0.027,0.016,
Vapour/Vapeur,7,2002,GE2,0.02,18,3,0.166,0.031,
Vapour/Vapeur,7,2002,GE3,0.02,14,3,0.114,0.03,
Vapour/Vapeur,7,2002,GE4,0.01,25,3,0.093,0.021,
Vapour/Vapeur,7,2002,GE6,0.02,50,3,,,
Vapour/Vapeur,7,2002,GE7,0.02,43,3,0.763,0.044,
Vapour/Vapeur,7,2002,LE1,0.02,90,4,0.262,0.031,
Vapour/Vapeur,7,2002,LE2,0.02,6,2,0.516,0.038,
Vapour/Vapeur,7,2002,LE3,0.02,15,3,0.065,0.028,
Vapour/Vapeur,7,2002,LE4,0.02,2,2,0.047,0.026,
Vapour/Vapeur,7,2002,LE7,0.02,2,2,0.012,0.02,
Vapour/Vapeur,7,2002,LE8,0.02,11,3,-0.022,0.024,
Vapour/Vapeur,7,2002,OA2,0.02,8,3,0.025,0.023,
Vapour/Vapeur,7,2002,PI12,0.01,17,3,0.08,0.019,
Vapour/Vapeur,8,2002,GE2,0.02,14,3,0.404,0.037,
Vapour/Vapeur,8,2002,GE3,0.02,14,3,0.083,0.029,
Vapour/Vapeur,8,2002,GE4,0.02,18,3,0.041,0.024,
Vapour/Vapeur,8,2002,GE6,0.02,35,3,0.302,0.034,
Vapour/Vapeur,8,2002,GE7,0.02,51,4,0.498,0.039,
Vapour/Vapeur,8,2002,LE1,0.02,56,4,0.215,0.031,
Vapour/Vapeur,8,2002,LE2,0.02,14,3,0.473,0.035,
Vapour/Vapeur,8,2002,LE3,0.02,10,3,0.016,0.025,
Vapour/Vapeur,8,2002,LE4,0.01,9,3,0.018,0.009,
Vapour/Vapeur,8,2002,LE7,0.02,8,2,-0.023,0.029,
Vapour/Vapeur,8,2002,LE8,0.02,21,3,0,0.025,
Vapour/Vapeur,8,2002,OA2,0.02,36,3,0.018,0.027,
Vapour/Vapeur,8,2002,PI12,0.02,17,3,0.138,0.027,
Vapour/Vapeur,9,2002,GE2,0.02,14,3,0.236,0.029,
Vapour/Vapeur,9,2002,GE3,0.02,10,3,,,
Vapour/Vapeur,9,2002,GE4,0.02,14,3,0.067,0.026,
Vapour/Vapeur,9,2002,GE6,0.02,25,3,0.123,0.026,
Vapour/Vapeur,9,2002,GE7,0.02,18,3,0.442,0.034,
Vapour/Vapeur,9,2002,LE1,0.02,66,4,0.23,0.032,
Vapour/Vapeur,9,2002,LE2,0.02,10,3,0.584,0.04,
Vapour/Vapeur,9,2002,LE3,0.02,7,3,0.07,0.029,
Vapour/Vapeur,9,2002,LE4,0.01,7,3,0.034,0.016,
Vapour/Vapeur,9,2002,LE7,0.02,0,3,0.022,0.04,
Vapour/Vapeur,9,2002,LE8,0.02,-1,3,0,0.022,
Vapour/Vapeur,9,2002,OA2,0.02,23,3,0.073,0.03,
Vapour/Vapeur,9,2002,PI12,0.02,24,3,0.295,0.036,
Vapour/Vapeur,10,2002,GE2,0.02,18,3,0.037,0.017,
Vapour/Vapeur,10,2002,GE4,0,13,3,,,
Vapour/Vapeur,10,2002,GE6,0.02,30,3,0.208,0.02,
Vapour/Vapeur,10,2002,GE7,0.02,67,4,0.276,0.022,
Vapour/Vapeur,10,2002,LE1,0.02,12,3,0.126,0.013,
Vapour/Vapeur,10,2002,LE2,0.02,54,4,0.081,0.013,
Vapour/Vapeur,10,2002,LE3,0.01,2,3,0.012,0.004,
Vapour/Vapeur,10,2002,LE4,0.02,6,3,0.011,0.011,
Vapour/Vapeur,10,2002,LE7,0.02,-2,3,0.009,0.011,
Vapour/Vapeur,10,2002,LE8,0.02,5,3,0.018,0.012,
Vapour/Vapeur,10,2002,OA2,0.02,-1,3,0.004,0.011,
Vapour/Vapeur,10,2002,PI12,0.02,41,4,0.081,0.012,
Vapour/Vapeur,11,2002,GE2,0.01,29,3,,,
Vapour/Vapeur,11,2002,GE3,0.02,21,3,0.113,0.01,
Vapour/Vapeur,11,2002,GE4,0.02,28,3,0.143,0.016,
Vapour/Vapeur,11,2002,GE6,0.02,36,3,0.203,0.012,
Vapour/Vapeur,11,2002,GE7,0.02,60,4,0.432,0.016,
Vapour/Vapeur,11,2002,LE1,0.02,71,4,0.215,0.016,
Vapour/Vapeur,11,2002,LE2,0.02,27,3,0.157,0.014,
Vapour/Vapeur,11,2002,LE3,0.02,8,3,0.016,0.011,
Vapour/Vapeur,11,2002,LE4,0.02,2,3,0.019,0.011,
Vapour/Vapeur,11,2002,LE7,0.02,0,3,0.005,0.011,
Vapour/Vapeur,11,2002,LE8,0.02,0,3,0.02,0.012,
Vapour/Vapeur,11,2002,OA2,0.02,1,3,0.044,0.013,
Vapour/Vapeur,11,2002,PI12,0.02,46,4,0.065,0.013,
Vapour/Vapeur,12,2002,GE2,0.02,69,4,0.175,0.012,
Vapour/Vapeur,12,2002,GE3,0.02,152,5,0.066,0.009,
Vapour/Vapeur,12,2002,GE6,0.02,47,4,,,
Vapour/Vapeur,12,2002,GE7,0.02,136,5,0.531,0.017,
Vapour/Vapeur,12,2002,LE1,0.02,39,4,0.108,0.013,
Vapour/Vapeur,12,2002,LE2,0.02,12,3,0.057,0.01,
Vapour/Vapeur,12,2002,LE3,0.02,4,3,0.026,0.01,
Vapour/Vapeur,12,2002,LE4,0.02,3,3,0.022,0.011,
Vapour/Vapeur,12,2002,LE7,0.02,-1,3,0.02,0.011,
Vapour/Vapeur,12,2002,LE8,0.02,-1,3,0.014,0.011,
Vapour/Vapeur,12,2002,OA2,0.02,6,3,0.04,0.009,
Vapour/Vapeur,12,2002,PI12,0.02,26,3,0.263,0.017,
Vapour/Vapeur,1,2003,GE2,0.01,349,8,0.625,0.014,
Vapour/Vapeur,1,2003,GE3,0.01,118,5,0.231,0.01,
Vapour/Vapeur,1,2003,GE4,0.01,80,4,0.115,0.006,
Vapour/Vapeur,1,2003,GE6,0.01,216,6,0.477,0.014,
Vapour/Vapeur,1,2003,GE7,0.01,593,10,1.6,0.026,
Vapour/Vapeur,1,2003,LE1,0.01,17,3,0.047,0.009,
Vapour/Vapeur,1,2003,LE2,0.01,12,3,0.027,0.007,
Vapour/Vapeur,1,2003,LE3,0.01,3,3,0.009,0.008,
Vapour/Vapeur,1,2003,LE4,0.01,0,3,0.001,0.008,
Vapour/Vapeur,1,2003,LE7,0.02,0,3,0,0.011,
Vapour/Vapeur,1,2003,LE8,0.02,-2,3,-0.005,0.009,
Vapour/Vapeur,1,2003,OA2,0.01,16,3,0.027,0.005,
Vapour/Vapeur,1,2003,PI12,0.02,27,3,0.101,0.013,
Vapour/Vapeur,2,2003,GE2,0,69,4,0.144,0.009,
Vapour/Vapeur,2,2003,GE3,0,21,3,0.042,0.007,
Vapour/Vapeur,2,2003,GE4,0.01,69,4,0.117,0.007,
Vapour/Vapeur,2,2003,GE6,0,44,4,0.086,0.007,
Vapour/Vapeur,2,2003,GE7,0,130,6,0.236,0.01,
Vapour/Vapeur,2,2003,LE1,0.02,26,3,0.087,0.011,
Vapour/Vapeur,2,2003,LE2,0.01,16,3,0.04,0.008,
Vapour/Vapeur,2,2003,LE3,0.01,1,3,0.004,0.008,
Vapour/Vapeur,2,2003,LE4,0.01,-2,3,-0.006,0.009,
Vapour/Vapeur,2,2003,LE7,0.01,-5,3,-0.014,0.008,
Vapour/Vapeur,2,2003,LE8,0.02,-3,3,-0.015,0.013,
Vapour/Vapeur,2,2003,OA2,0.01,4,3,0.009,0.007,
Vapour/Vapeur,2,2003,PI12,0.01,33,4,0.09,0.01,
Vapour/Vapeur,3,2003,GE2,0.02,36,4,0.125,0.012,
Vapour/Vapeur,3,2003,GE3,0.01,21,3,0.064,0.01,
Vapour/Vapeur,3,2003,GE4,0.02,48,4,0.177,0.014,
Vapour/Vapeur,3,2003,GE6,0.01,36,4,0.101,0.01,
Vapour/Vapeur,3,2003,GE7,0.01,196,6,0.653,0.02,
Vapour/Vapeur,3,2003,LE1,0.02,46,4,0.192,0.016,
Vapour/Vapeur,3,2003,LE2,0.02,14,3,0.057,0.012,
Vapour/Vapeur,3,2003,LE3,0.01,-3,3,-0.01,0.008,
Vapour/Vapeur,3,2003,LE4,0.02,0,3,-0.002,0.012,
Vapour/Vapeur,3,2003,LE7,0.02,-3,3,-0.011,0.011,
Vapour/Vapeur,3,2003,LE8,0.02,-5,3,-0.021,0.011,
Vapour/Vapeur,3,2003,OA2,0.02,4,3,0.016,0.011,
Vapour/Vapeur,3,2003,PI12,0.02,163,6,0.711,0.024,
Vapour/Vapeur,4,2003,GE2,0.02,24,3,0.09,0.011,
Vapour/Vapeur,4,2003,GE3,0.02,23,3,0.084,0.011,
Vapour/Vapeur,4,2003,GE6,0.02,23,3,0.085,0.011,
Vapour/Vapeur,4,2003,GE7,0.02,359,8,1.34,0.028,
Vapour/Vapeur,4,2003,LE1,0.02,44,3,0.182,0.014,
Vapour/Vapeur,4,2003,LE2,0.02,54,4,0.201,0.014,
Vapour/Vapeur,4,2003,LE3,0.02,13,3,0.055,0.012,
Vapour/Vapeur,4,2003,LE4,0.02,11,3,0.045,0.012,
Vapour/Vapeur,4,2003,LE7,0.02,4,3,0.014,0.01,
Vapour/Vapeur,4,2003,LE8,0.02,5,3,0.02,0.011,
Vapour/Vapeur,4,2003,OA2,0.02,5,3,0.019,0.01,
Vapour/Vapeur,4,2003,PI12,0.02,86,4,0.324,0.016,
Vapour/Vapeur,5,2003,GE2,0.02,43,3,0.371,0.03,
Vapour/Vapeur,5,2003,GE3,0.02,28,3,0.215,0.024,
Vapour/Vapeur,5,2003,GE4,0.02,28,3,0.119,0.013,
Vapour/Vapeur,5,2003,GE6,0.02,36,3,0.32,0.029,
Vapour/Vapeur,5,2003,GE7,0.02,119,5,1.06,0.042,
Vapour/Vapeur,5,2003,LE1,0.02,41,3,0.411,0.034,
Vapour/Vapeur,5,2003,LE2,0.01,37,3,0.24,0.022,
Vapour/Vapeur,5,2003,LE3,0.01,5,3,0.019,0.009,
Vapour/Vapeur,5,2003,LE4,0.02,5,3,0.038,0.02,
Vapour/Vapeur,5,2003,LE7,0.02,1,2,0.011,0.023,
Vapour/Vapeur,5,2003,LE8,0.02,4,3,0.034,0.02,
Vapour/Vapeur,5,2003,OA2,0.02,7,3,0.063,0.023,
Vapour/Vapeur,5,2003,PI12,0.02,53,4,0.492,0.034,
Vapour/Vapeur,6,2003,GE2,0.02,29,3,0.32,0.035,
Vapour/Vapeur,6,2003,GE3,0.02,16,3,0.159,0.028,
Vapour/Vapeur,6,2003,GE4,0.02,11,3,0.107,0.026,
Vapour/Vapeur,6,2003,GE6,0.02,49,4,0.533,0.039,
Vapour/Vapeur,6,2003,GE7,0.02,124,5,1.32,0.052,
Vapour/Vapeur,6,2003,LE1,0.02,34,3,0.361,0.034,
Vapour/Vapeur,6,2003,LE2,0.02,112,5,0.985,0.041,
Vapour/Vapeur,6,2003,LE3,0.01,9,3,0.06,0.017,
Vapour/Vapeur,6,2003,LE4,0.02,12,3,0.117,0.027,
Vapour/Vapeur,6,2003,LE7,0.02,2,2,0.025,0.025,
Vapour/Vapeur,6,2003,LE8,0.02,2,2,0.016,0.023,
Vapour/Vapeur,6,2003,OA2,0.02,12,3,0.132,0.03,
Vapour/Vapeur,6,2003,PI12,0.02,20,3,0.192,0.028,
Vapour/Vapeur,7,2003,GE2,0.02,22,3,0.222,0.029,
Vapour/Vapeur,7,2003,GE3,0.02,18,3,0.179,0.028,
Vapour/Vapeur,7,2003,GE4,0.02,14,3,0.133,0.025,
Vapour/Vapeur,7,2003,GE6,0.02,25,3,0.256,0.031,
Vapour/Vapeur,7,2003,GE7,0.02,50,3,0.532,0.037,
Vapour/Vapeur,7,2003,LE1,0.02,43,3,0.395,0.031,
Vapour/Vapeur,7,2003,LE2,0.02,90,4,0.679,0.032,
Vapour/Vapeur,7,2003,LE3,0.02,6,2,0.061,0.026,
Vapour/Vapeur,7,2003,LE4,0.02,15,3,0.145,0.026,
Vapour/Vapeur,7,2003,LE7,0.02,2,2,0.022,0.023,
Vapour/Vapeur,7,2003,LE8,0.02,2,2,0.02,0.023,
Vapour/Vapeur,7,2003,OA2,0.02,11,3,0.101,0.024,
Vapour/Vapeur,7,2003,PI12,0.02,8,3,0.123,0.037,
Vapour/Vapeur,8,2003,GE2,0.02,17,3,0.176,0.029,
Vapour/Vapeur,8,2003,GE3,0.02,14,3,0.143,0.028,
Vapour/Vapeur,8,2003,GE4,0.02,14,3,0.131,0.025,
Vapour/Vapeur,8,2003,GE6,0.02,18,3,0.196,0.03,
Vapour/Vapeur,8,2003,GE7,0.02,35,3,0.383,0.035,
Vapour/Vapeur,8,2003,LE1,0.02,51,4,0.536,0.037,
Vapour/Vapeur,8,2003,LE2,0.02,56,4,0.467,0.03,
Vapour/Vapeur,8,2003,LE3,0.02,14,3,0.136,0.026,
Vapour/Vapeur,8,2003,LE4,0.02,10,3,0.095,0.024,
Vapour/Vapeur,8,2003,LE7,0.02,9,3,0.119,0.033,
Vapour/Vapeur,8,2003,LE8,0.02,8,2,0.077,0.025,
Vapour/Vapeur,8,2003,OA2,0.02,21,3,0.179,0.024,
Vapour/Vapeur,8,2003,PI12,0.02,36,3,0.318,0.028,
Vapour/Vapeur,9,2003,GE2,0.02,17,3,0.144,0.027,
Vapour/Vapeur,9,2003,GE3,0.02,14,3,0.121,0.026,
Vapour/Vapeur,9,2003,GE4,0.02,10,3,0.083,0.025,
Vapour/Vapeur,9,2003,GE6,0.02,14,3,,,
Vapour/Vapeur,9,2003,GE7,0.02,25,3,,,
Vapour/Vapeur,9,2003,LE1,0.02,18,3,0.168,0.029,
Vapour/Vapeur,9,2003,LE2,0.02,66,4,0.687,0.043,
Vapour/Vapeur,9,2003,LE3,0.02,10,3,0.081,0.025,
Vapour/Vapeur,9,2003,LE4,0.02,7,3,0.075,0.03,
Vapour/Vapeur,9,2003,LE7,0.02,7,3,0.051,0.021,
Vapour/Vapeur,9,2003,LE8,0.02,0,3,0.004,0.023,
Vapour/Vapeur,9,2003,OA2,0.02,-1,3,-0.011,0.031,
Vapour/Vapeur,9,2003,PI12,0.02,23,3,0.246,0.036,
Vapour/Vapeur,10,2003,GE2,0.02,24,3,0.088,0.012,
Vapour/Vapeur,10,2003,GE3,0.02,18,3,0.079,0.014,
Vapour/Vapeur,10,2003,GE4,0.02,13,3,0.047,0.01,
Vapour/Vapeur,10,2003,GE6,0.02,30,3,0.135,0.015,
Vapour/Vapeur,10,2003,GE7,0.02,67,4,0.312,0.019,
Vapour/Vapeur,10,2003,LE1,0.02,12,3,0.054,0.013,
Vapour/Vapeur,10,2003,LE2,0.02,54,4,0.225,0.016,
Vapour/Vapeur,10,2003,LE3,0.02,2,3,0.009,0.012,
Vapour/Vapeur,10,2003,LE4,0.02,6,3,0.026,0.013,
Vapour/Vapeur,10,2003,LE7,0.02,-2,3,-0.013,0.014,
Vapour/Vapeur,10,2003,LE8,0.02,5,3,0.02,0.012,
Vapour/Vapeur,10,2003,OA2,0.02,-1,3,-0.003,0.012,
Vapour/Vapeur,10,2003,PI12,0.02,41,4,0.194,0.017,
Vapour/Vapeur,11,2003,GE2,0.02,29,3,0.127,0.015,
Vapour/Vapeur,11,2003,GE3,0.02,21,3,0.039,0.006,
Vapour/Vapeur,11,2003,GE4,0.01,28,3,0.042,0.005,
Vapour/Vapeur,11,2003,GE6,0.02,36,3,0.129,0.013,
Vapour/Vapeur,11,2003,GE7,0.02,60,4,0.225,0.015,
Vapour/Vapeur,11,2003,LE1,0.02,71,4,0.307,0.018,
Vapour/Vapeur,11,2003,LE2,0.02,27,3,0.126,0.016,
Vapour/Vapeur,11,2003,LE3,0.02,8,3,0.034,0.012,
Vapour/Vapeur,11,2003,LE4,0.02,2,3,0.008,0.011,
Vapour/Vapeur,11,2003,LE7,0.02,0,3,0.002,0.01,
Vapour/Vapeur,11,2003,LE8,0.02,0,3,0.001,0.011,
Vapour/Vapeur,11,2003,OA2,0.02,1,3,0.003,0.011,
Vapour/Vapeur,11,2003,PI12,0.02,46,4,0.174,0.014,
Vapour/Vapeur,12,2003,GE2,0.02,69,4,0.214,0.013,
Vapour/Vapeur,12,2003,GE4,0.01,152,5,0.261,0.009,
Vapour/Vapeur,12,2003,GE6,0.02,47,4,0.168,0.013,
Vapour/Vapeur,12,2003,GE7,0.02,136,5,0.512,0.019,
Vapour/Vapeur,12,2003,LE1,0.02,39,4,0.161,0.015,
Vapour/Vapeur,12,2003,LE2,0.02,12,3,0.05,0.012,
Vapour/Vapeur,12,2003,LE3,0.02,4,3,0.018,0.011,
Vapour/Vapeur,12,2003,LE4,0.02,3,3,0.014,0.011,
Vapour/Vapeur,12,2003,LE7,0.02,-1,3,-0.003,0.012,
Vapour/Vapeur,12,2003,LE8,0.02,-1,3,-0.005,0.011,
Vapour/Vapeur,12,2003,OA2,0.02,6,3,0.02,0.01,
Vapour/Vapeur,12,2003,PI12,0.02,26,3,0.1,0.012,
Vapour/Vapeur,1,2004,GE2,0.01,56,4,0.086,0.006,
Vapour/Vapeur,1,2004,GE3,0,24,5,0.028,0.005,
Vapour/Vapeur,1,2004,GE4,0.01,82,4,0.131,0.007,
Vapour/Vapeur,1,2004,GE6,0.01,183,6,0.323,0.01,
Vapour/Vapeur,1,2004,GE7,0,75,6,0.109,0.008,
Vapour/Vapeur,1,2004,LE1,0.01,16,3,0.04,0.007,
Vapour/Vapeur,1,2004,LE2,0.01,19,3,0.04,0.006,
Vapour/Vapeur,1,2004,LE3,0.01,7,3,0.016,0.006,
Vapour/Vapeur,1,2004,LE4,0.01,0,3,-0.001,0.006,
Vapour/Vapeur,1,2004,LE7,0.02,-2,3,-0.006,0.009,
Vapour/Vapeur,1,2004,LE8,0.02,1,3,0.004,0.009,
Vapour/Vapeur,1,2004,OA2,0.01,16,3,0.028,0.005,
Vapour/Vapeur,1,2004,PI12,0.01,31,3,0.076,0.008,
Vapour/Vapeur,2,2004,GE2,0.02,30,3,0.082,0.009,
Vapour/Vapeur,2,2004,GE3,0.02,18,3,0.054,0.009,
Vapour/Vapeur,2,2004,GE4,0.01,51,4,0.12,0.009,
Vapour/Vapeur,2,2004,GE6,0.02,84,4,0.266,0.014,
Vapour/Vapeur,2,2004,GE7,0.02,158,5,0.487,0.017,
Vapour/Vapeur,2,2004,LE1,0.02,12,3,0.039,0.009,
Vapour/Vapeur,2,2004,LE2,0.01,30,3,0.077,0.009,
Vapour/Vapeur,2,2004,LE3,0.01,0,3,0,0.006,
Vapour/Vapeur,2,2004,LE4,0.01,0,3,0,0.007,
Vapour/Vapeur,2,2004,LE7,0.02,1,3,0.004,0.013,
Vapour/Vapeur,2,2004,LE8,0.02,-3,3,-0.013,0.011,
Vapour/Vapeur,2,2004,OA2,0.01,18,3,0.052,0.009,
Vapour/Vapeur,2,2004,PI12,0.02,49,4,0.204,0.016,
Vapour/Vapeur,3,2004,GE2,0.01,29,3,0.096,0.011,
Vapour/Vapeur,3,2004,GE3,0.02,25,3,0.115,0.015,
Vapour/Vapeur,3,2004,GE4,0.01,51,4,0.132,0.01,
Vapour/Vapeur,3,2004,GE6,0.02,55,4,0.254,0.018,
Vapour/Vapeur,3,2004,GE7,0.02,86,4,0.377,0.019,
Vapour/Vapeur,3,2004,LE1,0.02,44,4,0.176,0.014,
Vapour/Vapeur,3,2004,LE2,0.02,37,3,0.134,0.013,
Vapour/Vapeur,3,2004,LE3,0.02,3,3,0.011,0.011,
Vapour/Vapeur,3,2004,LE4,0.02,1,3,0.004,0.01,
Vapour/Vapeur,3,2004,LE7,0.02,-1,3,-0.003,0.009,
Vapour/Vapeur,3,2004,LE8,0.02,0,3,0.001,0.011,
Vapour/Vapeur,3,2004,OA2,0.02,4,3,0.017,0.011,
Vapour/Vapeur,3,2004,PI12,0.02,57,4,0.206,0.014,
Vapour/Vapeur,4,2004,GE2,0.02,25,3,0.113,0.014,
Vapour/Vapeur,4,2004,GE3,0.02,17,3,0.07,0.012,
Vapour/Vapeur,4,2004,GE4,0.02,55,4,0.233,0.016,
Vapour/Vapeur,4,2004,GE6,0.02,56,4,0.248,0.017,
Vapour/Vapeur,4,2004,GE7,0.02,219,6,0.97,0.027,
Vapour/Vapeur,4,2004,LE1,0.02,87,4,0.354,0.017,
Vapour/Vapeur,4,2004,LE2,0.02,87,4,0.348,0.017,
Vapour/Vapeur,4,2004,LE3,0.02,11,3,0.046,0.012,
Vapour/Vapeur,4,2004,LE4,0.02,6,3,0.026,0.011,
Vapour/Vapeur,4,2004,LE7,0.02,1,2,0.004,0.009,
Vapour/Vapeur,4,2004,OA2,0.02,11,3,0.047,0.012,
Vapour/Vapeur,4,2004,PI12,0.02,51,4,0.216,0.016,
Vapour/Vapeur,5,2004,GE2,0.02,26,3,0.213,0.026,
Vapour/Vapeur,5,2004,GE3,0.02,12,3,0.094,0.022,
Vapour/Vapeur,5,2004,GE4,0.02,23,3,0.133,0.017,
Vapour/Vapeur,5,2004,GE6,0.02,24,3,0.208,0.027,
Vapour/Vapeur,5,2004,GE7,0.02,65,4,0.548,0.033,
Vapour/Vapeur,5,2004,LE1,0.02,78,4,0.758,0.04,
Vapour/Vapeur,5,2004,LE2,0.02,64,4,0.505,0.031,
Vapour/Vapeur,5,2004,LE3,0.02,29,3,0.282,0.031,
Vapour/Vapeur,5,2004,LE4,0.01,9,3,0.057,0.017,
Vapour/Vapeur,5,2004,LE7,0.02,6,3,0.074,0.035,
Vapour/Vapeur,5,2004,LE8,0.02,3,3,0.025,0.02,
Vapour/Vapeur,5,2004,OA2,0.02,8,3,0.073,0.025,
Vapour/Vapeur,5,2004,PI12,0.02,74,4,0.652,0.036,
Vapour/Vapeur,6,2004,GE2,0.02,48,4,0.42,0.031,
Vapour/Vapeur,6,2004,GE3,0.02,13,3,0.101,0.022,
Vapour/Vapeur,6,2004,GE4,0.02,63,4,0.772,0.047,
Vapour/Vapeur,6,2004,GE6,0.02,11,3,0.096,0.023,
Vapour/Vapeur,6,2004,GE7,0.02,40,3,0.347,0.03,
Vapour/Vapeur,6,2004,LE1,0.02,50,4,0.515,0.037,
Vapour/Vapeur,6,2004,LE2,0.02,90,4,0.755,0.036,
Vapour/Vapeur,6,2004,LE3,0.01,21,3,0.103,0.015,
Vapour/Vapeur,6,2004,LE4,0.02,9,3,0.072,0.022,
Vapour/Vapeur,6,2004,LE7,0.02,4,3,0.034,0.021,
Vapour/Vapeur,6,2004,LE8,0.02,7,3,0.075,0.027,
Vapour/Vapeur,6,2004,OA2,0.02,8,3,0.079,0.026,
Vapour/Vapeur,6,2004,PI12,0.02,37,3,0.395,0.036,
Vapour/Vapeur,7,2004,GE2,0.02,28,3,0.284,0.034,
Vapour/Vapeur,7,2004,GE3,0.02,9,3,0.092,0.03,
Vapour/Vapeur,7,2004,GE4,0.02,10,3,0.086,0.025,
Vapour/Vapeur,7,2004,GE6,0.02,8,3,0.085,0.03,
Vapour/Vapeur,7,2004,GE7,0.02,55,4,0.6,0.041,
Vapour/Vapeur,7,2004,LE1,0.02,106,5,1.05,0.046,
Vapour/Vapeur,7,2004,LE2,0.02,107,5,0.962,0.042,
Vapour/Vapeur,7,2004,LE3,0.02,23,3,0.173,0.024,
Vapour/Vapeur,7,2004,LE4,0.02,12,3,0.117,0.028,
Vapour/Vapeur,7,2004,LE7,0.02,4,3,0.061,0.038,
Vapour/Vapeur,7,2004,LE8,0.02,-1,3,-0.006,0.025,
Vapour/Vapeur,7,2004,OA2,0.02,2,3,0.014,0.023,
Vapour/Vapeur,7,2004,PI12,0.02,33,3,0.34,0.035,
Vapour/Vapeur,8,2004,GE2,0.02,35,3,0.299,0.029,
Vapour/Vapeur,8,2004,GE3,0.02,13,3,0.11,0.025,
Vapour/Vapeur,8,2004,GE4,0.02,4,3,0.051,0.031,
Vapour/Vapeur,8,2004,GE6,0.02,9,3,0.076,0.025,
Vapour/Vapeur,8,2004,GE7,0.02,53,4,0.464,0.033,
Vapour/Vapeur,8,2004,LE1,0.02,107,5,1,0.044,
Vapour/Vapeur,8,2004,LE2,0.02,9,3,0.076,0.024,
Vapour/Vapeur,8,2004,LE3,0.02,26,3,0.225,0.028,
Vapour/Vapeur,8,2004,LE4,0.02,12,3,0.118,0.028,
Vapour/Vapeur,8,2004,LE7,0.02,-2,3,-0.017,0.023,
Vapour/Vapeur,8,2004,LE8,0.02,-1,3,-0.013,0.025,
Vapour/Vapeur,8,2004,OA2,0.02,1,3,0.006,0.029,
Vapour/Vapeur,8,2004,PI12,0.02,17,3,0.149,0.026,
Vapour/Vapeur,9,2004,GE10,0.02,47,4,0.501,0.039,
Vapour/Vapeur,9,2004,GE4,0.02,8,3,0.065,0.024,
Vapour/Vapeur,9,2004,GE7,0.02,89,4,0.974,0.048,
Vapour/Vapeur,9,2004,GE8,0.02,8,3,0.088,0.031,
Vapour/Vapeur,9,2004,GE9,0.02,7,3,0.062,0.026,
Vapour/Vapeur,9,2004,LE1,0.02,8,3,0.076,0.027,
Vapour/Vapeur,9,2004,LE2,0.02,73,4,0.719,0.041,
Vapour/Vapeur,9,2004,LE3,0.01,8,3,0.043,0.015,
Vapour/Vapeur,9,2004,LE4,0.01,9,3,0.067,0.021,
Vapour/Vapeur,9,2004,LE7,0.02,0,3,0.001,0.025,
Vapour/Vapeur,9,2004,LE8,0.02,1,3,0.005,0.021,
Vapour/Vapeur,9,2004,OA2,0.02,4,3,0.039,0.026,
Vapour/Vapeur,9,2004,PI12,0.02,24,3,0.252,0.033,
Vapour/Vapeur,10,2004,GE10,0.02,17,3,0.077,0.013,
Vapour/Vapeur,10,2004,GE4,0.01,25,3,0.065,0.008,
Vapour/Vapeur,10,2004,GE7,0.02,139,5,0.61,0.022,
Vapour/Vapeur,10,2004,GE8,0.02,18,3,0.08,0.013,
Vapour/Vapeur,10,2004,GE9,0.02,15,3,0.064,0.012,
Vapour/Vapeur,10,2004,LE1,0.02,18,3,0.079,0.012,
Vapour/Vapeur,10,2004,LE2,0.02,43,3,0.171,0.014,
Vapour/Vapeur,10,2004,LE3,0.02,12,3,0.051,0.012,
Vapour/Vapeur,10,2004,LE4,0.02,8,3,0.036,0.011,
Vapour/Vapeur,10,2004,LE7,0.02,7,3,0.035,0.013,
Vapour/Vapeur,10,2004,LE8,0.02,5,3,0.019,0.01,
Vapour/Vapeur,10,2004,OA2,0.02,8,3,0.029,0.01,
Vapour/Vapeur,10,2004,PI12,0.02,82,4,0.383,0.02,
Vapour/Vapeur,11,2004,GE10,0.02,78,4,0.355,0.019,
Vapour/Vapeur,11,2004,GE4,0.02,42,3,0.165,0.014,
Vapour/Vapeur,11,2004,GE7,0.02,143,5,0.634,0.023,
