Location/Emplacement,Province/Province,Year/Année,Quarter/Trimestre,TLD Monitor Air Kerma/Contrôle kerma de l'air (µGy),TLD Transit Out Air Kerma/Transport dehors kerma de l'air (µGy),TLD Transit Back Air Kerma/Transport de retour kerma de l'air (µGy),OSL Monitor Air Kerma/Contrôle kerma de l'air (µGy),OSL Transit Out Air Kerma/Transport dehors kerma de l'air (µGy),OSL Transit Back Air Kerma/Transport de retour kerma de l'air (µGy),Uncorrected TLD Monitor Air Kerma / Contrôle kerma de l'air non corrigée (µGy),Uncorrected TLD Transit Out Air Kerma / Transport dehors kerma de l'air non corrigée (µGy),Uncorrected TLD Transit Back Air Kerma / Transport de retour kerma de l'air non corrigée (µGy),Station ID/ID de la station
Point Lepreau,NB,2013,4,265.722,85.699,120.417,280.456,105.171,140.228,175.103,56.473,79.352,LE13
Point Lepreau,NB,2014,1,271.881,120.417,71.146,,,,179.162,79.352,46.883,LE13
Point Lepreau,NB,2014,2,184.319,71.146,46.419,192.813,105.171,122.699,121.461,46.883,30.589,LE13
Point Lepreau,NB,2014,3,179.118,46.419,49.39,210.342,122.699,70.114,118.034,30.589,32.547,LE13
Point Lepreau,NB,2014,4,255.196,49.39,92.749,254.163,70.114,78.878,168.167,32.547,61.119,LE13
Point Lepreau,NB,2015,1,,,,236.635,78.878,140.228,,,,LE13
Point Lepreau,NB,2015,2,,,,236.635,140.228,,,,,LE13
Point Lepreau,NB,2008,4,262.434,,63.4,,,,172.937,,41.779,LE14
Point Lepreau,NB,2009,1,267.437,63.4,92.109,,,,176.234,41.779,60.697,LE14
Point Lepreau,NB,2009,2,291.446,92.109,108.456,,,,192.055,60.697,71.469,LE14
Point Lepreau,NB,2009,3,281.013,108.456,100.545,,,,185.179,71.469,66.256,LE14
Point Lepreau,NB,2009,4,310.689,100.545,112.857,,,,204.735,66.256,74.37,LE14
Point Lepreau,NB,2010,1,284.55,112.857,101.101,,,,187.511,74.37,66.623,LE14
Point Lepreau,NB,2010,2,287.311,101.101,106.271,,,,189.33,66.623,70.03,LE14
Point Lepreau,NB,2010,3,303.782,106.271,110.182,333.041,122.699,113.935,200.184,70.03,72.607,LE14
Point Lepreau,NB,2010,4,299.688,110.182,102.067,289.22,113.935,87.642,197.486,72.607,67.259,LE14
Point Lepreau,NB,2011,1,234.596,102.067,94.722,236.635,87.642,96.407,154.592,67.259,62.419,LE14
Point Lepreau,NB,2011,2,271.331,94.722,78.943,245.399,96.407,87.642,178.799,62.419,52.021,LE14
Point Lepreau,NB,2011,3,256.776,78.943,104.649,306.748,87.642,105.171,169.208,52.021,68.961,LE14
Point Lepreau,NB,2011,4,282.171,104.649,105.419,262.927,105.171,122.699,185.943,68.961,69.468,LE14
Point Lepreau,NB,2012,1,288.71,105.419,100.118,271.691,122.699,96.407,190.252,69.468,65.975,LE14
Point Lepreau,NB,2012,2,277.46,100.118,71.363,289.22,96.407,122.699,182.838,65.975,47.026,LE14
Point Lepreau,NB,2012,3,261.841,71.363,102.468,289.22,122.699,96.407,172.546,47.026,67.524,LE14
Point Lepreau,NB,2012,4,258.88,102.468,95.296,254.163,96.407,105.171,170.595,67.524,62.798,LE14
Point Lepreau,NB,2013,1,283.522,95.296,113.837,324.277,105.171,113.935,186.833,62.798,75.015,LE14
Point Lepreau,NB,2013,2,280.992,113.837,86.74,262.927,113.935,87.642,185.166,75.015,57.159,LE14
Point Lepreau,NB,2013,3,291.293,86.74,92.823,297.984,87.642,140.228,191.954,57.159,61.168,LE14
Point Lepreau,NB,2013,4,290.993,92.823,113.558,350.57,140.228,157.756,191.756,61.168,74.831,LE14
Point Lepreau,NB,2014,1,334.644,113.558,103.849,,,,220.521,74.831,68.434,LE14
Point Lepreau,NB,2014,2,211.551,103.849,,227.87,105.171,122.699,139.406,68.434,,LE14
Point Lepreau,NB,2014,3,,,,306.748,122.699,122.699,,,,LE14
Point Lepreau,NB,2014,4,265.581,107.472,86.407,254.163,122.699,78.878,175.01,70.821,56.94,LE14
Point Lepreau,NB,2015,1,,,,271.691,78.878,140.228,,,,LE14
Point Lepreau,NB,2015,2,,,,,140.228,,,,,LE14
Point Lepreau,NB,2009,4,323.702,88.239,149.834,,,,213.311,58.147,98.737,LE15
Point Lepreau,NB,2010,1,312.609,149.834,109.331,,,,206,98.737,72.046,LE15
Point Lepreau,NB,2010,2,284.92,109.331,,,,,187.754,72.046,,LE15
Point Lepreau,NB,2010,3,305.516,,,315.513,,,201.327,,,LE15
Point Lepreau,NB,2010,4,290.128,,97.547,262.927,,96.407,191.186,,64.281,LE15
Point Lepreau,NB,2011,1,248.455,97.547,95.794,210.342,96.407,96.407,163.725,64.281,63.126,LE15
Point Lepreau,NB,2011,2,293.813,95.794,99.06,262.927,96.407,113.935,193.614,63.126,65.277,LE15
Point Lepreau,NB,2011,3,283.64,99.06,107.59,315.513,113.935,122.699,186.911,65.277,70.899,LE15
Point Lepreau,NB,2011,4,290.335,107.59,104.275,297.984,122.699,122.699,191.323,70.899,68.715,LE15
Point Lepreau,NB,2012,1,293.569,104.275,97.398,271.691,122.699,122.699,193.453,68.715,64.182,LE15
Point Lepreau,NB,2012,2,265.276,97.398,79.078,262.927,122.699,96.407,174.81,64.182,52.11,LE15
Point Lepreau,NB,2012,3,243.4,79.078,91.09,262.927,96.407,87.642,160.394,52.11,60.026,LE15
Point Lepreau,NB,2012,4,286.822,91.09,86.466,280.456,87.642,96.407,189.008,60.026,56.979,LE15
Point Lepreau,NB,2013,1,270.671,86.466,115.182,315.513,96.407,131.464,178.365,56.979,75.902,LE15
Point Lepreau,NB,2013,2,246.122,115.182,90.701,271.691,131.464,78.878,162.188,75.902,59.769,LE15
Point Lepreau,NB,2013,3,249.928,90.701,82.627,289.22,78.878,105.171,164.696,59.769,54.449,LE15
Point Lepreau,NB,2013,4,287.592,82.627,122.075,315.513,105.171,140.228,189.515,54.449,80.444,LE15
Point Lepreau,NB,2014,1,292.031,122.075,67.771,,,,192.44,80.444,44.659,LE15
Point Lepreau,NB,2014,2,220.402,67.771,114.328,227.87,87.642,,145.239,44.659,75.339,LE15
Point Lepreau,NB,2014,3,251.751,114.328,102.042,280.456,,113.935,165.897,75.339,67.243,LE15
Point Lepreau,NB,2014,4,277.732,102.042,91.907,280.456,113.935,96.407,183.018,67.243,60.564,LE15
Point Lepreau,NB,2015,1,,,,245.399,96.407,148.992,,,,LE15
Point Lepreau,NB,2015,2,,,,262.927,148.992,,,,,LE15
Port Hope,ON,2010,1,229.761,,80.203,,,,151.406,,52.852,PE1
Port Hope,ON,2010,2,229.047,80.203,111.354,,,,150.935,52.852,73.379,PE1
Port Hope,ON,2010,3,238.94,111.354,86.435,236.635,131.464,78.878,157.455,73.379,56.958,PE1
Port Hope,ON,2010,4,240.133,86.435,98.601,236.635,78.878,105.171,158.241,56.958,64.975,PE1
Port Hope,ON,2011,1,215.794,98.601,84.279,201.578,105.171,87.642,142.202,64.975,55.537,PE1
Port Hope,ON,2011,2,244.723,84.279,94.768,227.87,87.642,96.407,161.266,55.537,62.449,PE1
Port Hope,ON,2011,3,231.151,94.768,88.133,227.87,96.407,96.407,152.322,62.449,58.077,PE1
Port Hope,ON,2011,4,237.011,88.133,88.467,236.635,96.407,87.642,156.184,58.077,58.297,PE1
Port Hope,ON,2012,1,214.214,88.467,87.898,192.813,87.642,96.407,141.161,58.297,57.923,PE1
Port Hope,ON,2012,2,199.824,87.898,67.849,254.163,96.407,87.642,131.678,57.923,44.711,PE1
Port Hope,ON,2012,3,189.109,67.849,67.842,175.285,87.642,70.114,124.617,44.711,44.706,PE1
Port Hope,ON,2012,4,215.724,67.842,74.7,210.342,70.114,96.407,142.156,44.706,49.225,PE1
Port Hope,ON,2013,1,210.028,74.7,92.259,219.106,96.407,113.935,138.403,49.225,60.796,PE1
Port Hope,ON,2013,2,212.277,92.259,70.185,201.578,113.935,70.114,139.885,60.796,46.25,PE1
Port Hope,ON,2013,3,197.731,70.185,75.847,271.691,70.114,87.642,130.299,46.25,49.981,PE1
Port Hope,ON,2013,4,223.172,75.847,104.613,271.691,87.642,113.935,147.064,49.981,68.937,PE1
Port Hope,ON,2014,1,237.881,104.613,64.447,262.927,113.935,52.585,156.757,68.937,42.469,PE1
Port Hope,ON,2014,2,152.341,64.447,48.149,166.521,52.585,96.407,100.388,42.469,31.729,PE1
Port Hope,ON,2014,3,166.065,48.149,50.44,175.285,96.407,78.878,109.432,31.729,33.238,PE1
Port Hope,ON,2014,4,222.094,50.44,97.662,210.342,78.878,87.642,146.354,33.238,64.357,PE1
Port Hope,ON,2015,1,,,,254.163,87.642,140.228,,,,PE1
Port Hope,ON,2015,2,,,,227.87,140.228,,,,,PE1
Québec,QC,2008,1,190.694,85.618,72.819,,,,125.662,56.42,47.986,QC1
Québec,QC,2008,2,236.355,72.819,94.06,,,,155.751,47.986,61.983,QC1
Québec,QC,2008,3,256.788,94.06,101.136,,,,169.216,61.983,66.646,QC1
Québec,QC,2008,4,277.39,101.136,90.552,,,,182.792,66.646,59.671,QC1
Québec,QC,2009,1,223.968,90.552,89.238,,,,147.589,59.671,58.805,QC1
Québec,QC,2009,2,274.037,89.238,98.628,,,,180.583,58.805,64.993,QC1
Québec,QC,2009,3,261.679,98.628,83.836,,,,172.439,64.993,55.246,QC1
Québec,QC,2009,4,279.297,83.836,109.172,,,,184.049,55.246,71.941,QC1
Québec,QC,2010,1,232.973,109.172,86.438,,,,153.522,71.941,56.96,QC1
Québec,QC,2010,2,270.271,86.438,115.876,,,,178.101,56.96,76.359,QC1
Québec,QC,2010,3,272.663,115.876,77.216,271.691,148.992,96.407,179.677,76.359,50.883,QC1
Québec,QC,2010,4,247.185,77.216,90,236.635,96.407,105.171,162.888,50.883,59.308,QC1
Québec,QC,2011,1,191.024,90,76.838,210.342,105.171,87.642,125.879,59.308,50.634,QC1
Québec,QC,2011,2,279.485,76.838,90.966,254.163,87.642,96.407,184.173,50.634,59.944,QC1
Québec,QC,2011,3,257.493,90.966,84.578,219.106,96.407,96.407,169.68,59.944,55.735,QC1
Québec,QC,2011,4,291.944,84.578,104.818,219.106,96.407,96.407,192.383,55.735,69.072,QC1
Québec,QC,2012,1,200.162,104.818,84.12,236.635,96.407,87.642,131.901,69.072,55.433,QC1
Québec,QC,2012,2,247.244,84.12,63.001,280.456,87.642,87.642,162.927,55.433,41.516,QC1
Québec,QC,2012,3,217.566,63.001,63.103,254.163,87.642,61.35,143.37,41.516,41.583,QC1
Québec,QC,2012,4,246.198,63.103,74.652,254.163,61.35,87.642,162.237,41.583,49.194,QC1
Québec,QC,2013,1,213.796,74.652,97.889,,87.642,96.407,140.886,49.194,64.506,QC1
Québec,QC,2013,2,214.923,97.889,57.73,245.399,96.407,70.114,141.628,64.506,38.042,QC1
Québec,QC,2013,3,249.523,57.73,77.951,262.927,70.114,113.935,164.429,38.042,51.368,QC1
Québec,QC,2013,4,244.192,77.951,86.308,280.456,113.935,105.171,160.916,51.368,56.875,QC1
Québec,QC,2014,1,196.737,86.308,55.707,184.049,105.171,52.585,129.644,56.875,36.71,QC1
Québec,QC,2014,2,191.868,55.707,76.604,184.049,52.585,78.878,126.435,36.71,50.48,QC1
Québec,QC,2014,3,192.212,76.604,50.411,227.87,78.878,61.35,126.662,50.48,33.219,QC1
Québec,QC,2014,4,249.107,50.411,91.396,227.87,61.35,96.407,164.154,33.219,60.227,QC1
Québec,QC,2015,1,,,,,96.407,,,,,QC1
Québec,QC,2015,2,,,,280.456,,,,,,QC1
Regina,SK,2008,1,276.794,98.344,81.917,,,,182.399,64.806,53.981,RA3
Regina,SK,2008,2,319.755,81.917,107.679,,,,210.709,53.981,70.958,RA3
Regina,SK,2008,3,299.742,107.679,112.43,,,,197.521,70.958,74.088,RA3
Regina,SK,2008,4,355.568,112.43,88.79,,,,234.309,74.088,58.51,RA3
Regina,SK,2009,1,264.751,88.79,92.374,,,,174.464,58.51,60.872,RA3
Regina,SK,2009,2,306.024,92.374,95.899,,,,201.661,60.872,63.195,RA3
Regina,SK,2009,3,311.908,95.899,79.449,,,,205.539,63.195,52.355,RA3
Regina,SK,2009,4,365.147,79.449,114.167,,,,240.622,52.355,75.233,RA3
Regina,SK,2010,1,327.132,114.167,141.159,,,,215.571,75.233,93.02,RA3
Regina,SK,2010,2,301.178,141.159,120.374,,,,198.468,93.02,79.323,RA3
Regina,SK,2010,3,351.139,120.374,111.545,376.862,148.992,113.935,231.391,79.323,73.505,RA3
Regina,SK,2010,4,312.744,111.545,122.19,289.22,113.935,96.407,206.09,73.505,80.52,RA3
Regina,SK,2011,1,203.484,122.19,91.249,184.049,96.407,87.642,134.09,80.52,60.13,RA3
Regina,SK,2011,2,307.538,91.249,103.433,271.691,87.642,96.407,202.659,60.13,68.16,RA3
Regina,SK,2011,3,316.88,103.433,105.878,280.456,96.407,105.171,208.815,68.16,69.77,RA3
Regina,SK,2011,4,319.708,105.878,111.249,297.984,105.171,105.171,210.678,69.77,73.31,RA3
Regina,SK,2012,1,,,,,105.171,,,,,RA3
Resolute,NU,2008,1,228.125,136.751,115.499,,,,150.328,90.115,76.111,RE1
Resolute,NU,2008,2,202.015,115.499,106.069,,,,133.122,76.111,69.897,RE1
Resolute,NU,2008,3,227.75,106.069,127.902,,,,150.081,69.897,84.284,RE1
Resolute,NU,2008,4,224.583,127.902,119.052,,,,147.994,84.284,78.452,RE1
Resolute,NU,2009,1,210.65,119.052,105.399,,,,138.812,78.452,69.455,RE1
Resolute,NU,2009,2,217.695,105.399,127.801,,,,143.455,69.455,84.218,RE1
Resolute,NU,2009,3,217.102,127.801,108.299,,,,143.064,84.218,71.366,RE1
Resolute,NU,2009,4,227.205,108.299,131.725,,,,149.722,71.366,86.803,RE1
Resolute,NU,2010,1,234.816,131.725,116.116,,,,154.737,86.803,76.517,RE1
Resolute,NU,2010,2,216.279,116.116,126.14,,,,142.522,76.517,83.123,RE1
Resolute,NU,2010,3,241.463,126.14,124.409,210.342,166.521,113.935,159.117,83.123,81.982,RE1
Resolute,NU,2010,4,248.154,124.409,134.872,192.813,113.935,105.171,163.526,81.982,88.877,RE1
Resolute,NU,2011,1,200.348,134.872,103.038,210.342,105.171,96.407,132.024,88.877,67.899,RE1
Resolute,NU,2011,2,216.445,103.038,108.275,184.049,96.407,122.699,142.631,67.899,71.35,RE1
Resolute,NU,2011,3,236.447,108.275,110.928,210.342,122.699,105.171,155.812,71.35,73.098,RE1
Resolute,NU,2011,4,211.604,110.928,118.558,210.342,105.171,113.935,139.441,73.098,78.126,RE1
Resolute,NU,2012,1,250.91,118.558,169.368,289.22,113.935,245.399,165.343,78.126,111.609,RE1
Resolute,NU,2012,2,188.433,169.368,84.899,166.521,245.399,87.642,124.172,111.609,55.946,RE1
Resolute,NU,2012,3,182.621,84.899,80.451,157.756,87.642,78.878,120.342,55.946,53.015,RE1
Resolute,NU,2012,4,193.866,80.451,96.228,148.992,78.878,105.171,127.752,53.015,63.411,RE1
Resolute,NU,2013,1,209.557,96.228,221.795,192.813,105.171,569.676,138.092,63.411,146.156,RE1
Resolute,NU,2013,2,545.398,221.795,86.988,359.334,569.676,113.935,359.402,146.156,57.323,RE1
Resolute,NU,2013,3,212.801,86.988,108.689,201.578,113.935,113.935,140.23,57.323,71.623,RE1
Resolute,NU,2013,4,211.768,108.689,104.108,201.578,113.935,122.699,139.549,71.623,68.604,RE1
Resolute,NU,2014,1,169.23,104.108,59.752,192.813,122.699,,111.518,68.604,39.375,RE1
Resolute,NU,2014,2,174.341,59.752,105.392,,,,114.886,39.375,69.45,RE1
Resolute,NU,2014,3,153.565,105.392,62.882,157.756,,70.114,101.195,69.45,41.438,RE1
Resolute,NU,2014,4,200.478,62.882,109.369,184.049,70.114,122.699,132.11,41.438,72.071,RE1
Resolute,NU,2015,1,,,,201.578,122.699,166.521,,,,RE1
Resolute,NU,2015,2,,,,,166.521,,,,,RE1
RPB,ON,2008,1,185.915,,,,,,122.513,,,OA2
RPB,ON,2008,2,159.853,,,,,,105.339,,,OA2
RPB,ON,2008,3,143.952,,,,,,94.86,,,OA2
RPB,ON,2008,4,238.499,,,,,,157.164,,,OA2
RPB,ON,2009,1,189.869,,,,,,125.118,,,OA2
RPB,ON,2009,2,173.397,,,,,,114.264,,,OA2
RPB,ON,2009,3,167.314,,,,,,110.255,,,OA2
RPB,ON,2009,4,171.472,,,,,,112.995,,,OA2
RPB,ON,2010,1,203.398,,,,,,134.033,,,OA2
RPB,ON,2010,2,156.744,,,,,,103.29,,,OA2
RPB,ON,2010,3,153.422,,,157.756,,,101.101,,,OA2
RPB,ON,2010,4,195.234,,,166.521,,,128.654,,,OA2
RPB,ON,2011,1,177.477,,,166.521,,,116.952,,,OA2
RPB,ON,2011,2,203.615,,,201.578,,,134.177,,,OA2
RPB,ON,2011,3,174.51,,,166.521,,,114.997,,,OA2
RPB,ON,2011,4,193.431,,,184.049,,,127.466,,,OA2
RPB,ON,2012,1,181.134,,,175.285,,,119.362,,,OA2
RPB,ON,2012,2,153.954,,,,,,101.451,,,OA2
RPB,ON,2012,3,201.761,,,236.635,,,132.955,,,OA2
RPB,ON,2012,4,202.575,,,245.399,,,133.491,,,OA2
RPB,ON,2013,1,163.537,,,157.756,,,107.766,,,OA2
RPB,ON,2013,2,149.018,,,,,,98.198,,,OA2
RPB,ON,2014,3,183.709,,,,,,121.059,,,OA2
RPB,ON,2014,4,218.017,,,192.813,,,143.667,,,OA2
RPB,ON,2015,1,,,,192.813,,,,,,OA2
Saskatoon,SK,2015,1,,,,324.277,96.407,157.756,,,,SN3
Saskatoon,SK,2015,2,,,,333.041,157.756,,,,,SN3
St. John's,NL,2008,1,254.135,110.443,92.523,,,,167.468,72.779,60.97,SS4
St. John's,NL,2008,2,259.11,92.523,112.973,,,,170.746,60.97,74.446,SS4
St. John's,NL,2009,2,256.331,125.652,130.011,,,,168.915,82.801,85.674,SS4
St. John's,NL,2009,3,248.185,130.011,93.334,,,,163.547,85.674,61.505,SS4
St. John's,NL,2009,4,324.582,93.334,150.097,,,,213.891,61.505,98.91,SS4
St. John's,NL,2010,1,271.124,150.097,131.276,,,,178.663,98.91,86.507,SS4
St. John's,NL,2010,2,241.201,131.276,116.538,,,,158.945,86.507,76.795,SS4
St. John's,NL,2010,3,245.749,116.538,116.889,271.691,148.992,122.699,161.942,76.795,77.026,SS4
St. John's,NL,2010,4,343.622,116.889,179.229,315.513,122.699,175.285,226.437,77.026,118.107,SS4
St. John's,NL,2011,1,206.823,179.229,97.677,166.521,175.285,96.407,136.291,118.107,64.366,SS4
St. John's,NL,2011,2,249.126,97.677,133.284,262.927,96.407,131.464,164.167,64.366,87.831,SS4
St. John's,NL,2011,3,281.186,133.284,134.602,271.691,131.464,148.992,185.294,87.831,88.699,SS4
St. John's,NL,2011,4,257.422,134.602,128.447,254.163,148.992,148.992,169.634,88.699,84.643,SS4
St. John's,NL,2012,1,254.267,128.447,148.306,245.399,148.992,157.756,167.555,84.643,97.729,SS4
St. John's,NL,2012,2,247.229,148.306,90.381,254.163,157.756,96.407,162.917,97.729,59.558,SS4
St. John's,NL,2012,3,208.82,90.381,88.426,245.399,96.407,105.171,137.606,59.558,58.27,SS4
St. John's,NL,2012,4,235.629,88.426,89.583,236.635,105.171,113.935,155.273,58.27,59.033,SS4
St. John's,NL,2013,1,259.692,89.583,121.877,245.399,113.935,113.935,171.13,59.033,80.314,SS4
St. John's,NL,2013,2,866.424,121.877,669.308,876.424,113.935,,570.949,80.314,441.055,SS4
St. John's,NL,2013,3,217.29,669.308,96.566,236.635,,105.171,143.188,441.055,63.634,SS4
St. John's,NL,2013,4,249.752,96.566,153.637,254.163,105.171,157.756,164.579,63.634,101.242,SS4
St. John's,NL,2014,1,247.403,153.637,84.782,280.456,157.756,96.407,163.032,101.242,55.869,SS4
St. John's,NL,2014,2,194.517,84.782,98.723,192.813,96.407,122.699,128.181,55.869,65.056,SS4
St. John's,NL,2014,3,,,,227.87,122.699,140.228,,,,SS4
St. John's,NL,2014,4,234.045,109.732,134.114,227.87,140.228,105.171,154.229,72.311,88.377,SS4
St. John's,NL,2015,1,,,,262.927,105.171,157.756,,,,SS4
St. John's,NL,2015,2,,,,201.578,157.756,,,,,SS4
Toronto,ON,2008,1,209.924,256.537,,,,,138.334,169.051,,PI12
Toronto,ON,2008,2,240.723,236.465,,,,,158.63,155.824,,PI12
Toronto,ON,2008,3,237.402,,242.647,,,,156.441,,159.897,PI12
Toronto,ON,2008,4,227.789,242.647,90.392,,,,150.107,159.897,59.566,PI12
Toronto,ON,2009,1,221.77,90.392,85.266,,,,146.14,59.566,56.188,PI12
Toronto,ON,2009,2,231.436,85.266,111.676,,,,152.51,56.188,73.591,PI12
Toronto,ON,2009,3,193.313,111.676,79.587,,,,127.388,73.591,52.446,PI12
Toronto,ON,2009,4,243.572,79.587,115.648,,,,160.507,52.446,76.209,PI12
Toronto,ON,2010,1,224.96,115.648,88.297,,,,148.242,76.209,58.185,PI12
Toronto,ON,2010,2,221.66,88.297,113.9,,,,146.068,58.185,75.057,PI12
Toronto,ON,2010,3,224.893,113.9,103.711,254.163,131.464,105.171,148.198,75.057,68.343,PI12
Toronto,ON,2010,4,,,,192.813,105.171,87.642,,,,PI12
Toronto,ON,2011,1,209.57,109.157,74.586,201.578,87.642,70.114,138.101,71.931,49.15,PI12
Toronto,ON,2011,2,213.873,74.586,81.903,219.106,70.114,78.878,140.936,49.15,53.972,PI12
Toronto,ON,2011,3,227.841,81.903,83.222,227.87,78.878,96.407,150.141,53.972,54.841,PI12
Toronto,ON,2011,4,230.321,83.222,101.842,254.163,96.407,105.171,151.775,54.841,67.111,PI12
Toronto,ON,2012,1,206.033,101.842,74.272,201.578,105.171,105.171,135.77,67.111,48.943,PI12
Toronto,ON,2012,2,193.755,74.272,74.292,201.578,105.171,131.464,127.679,48.943,48.956,PI12
Toronto,ON,2012,3,177.433,74.292,84.523,201.578,131.464,78.878,116.923,48.956,55.698,PI12
Toronto,ON,2012,4,227.183,84.523,74.048,201.578,78.878,122.699,149.707,55.698,48.796,PI12
Toronto,ON,2013,1,210.109,74.048,90.282,219.106,122.699,113.935,138.456,48.796,59.493,PI12
Toronto,ON,2013,2,176.345,90.282,65.371,157.756,113.935,78.878,116.206,59.493,43.078,PI12
Toronto,ON,2013,3,184.26,65.371,78.048,210.342,78.878,96.407,121.422,43.078,51.432,PI12
Toronto,ON,2013,4,236.485,78.048,112.017,271.691,96.407,131.464,155.837,51.432,73.816,PI12
Toronto,ON,2014,1,236.422,112.017,67.391,,,,155.796,73.816,44.409,PI12
Toronto,ON,2014,2,137.802,67.391,,175.285,87.642,96.407,90.808,44.409,,PI12
Toronto,ON,2014,3,126.798,,64.255,201.578,96.407,61.35,83.556,,42.342,PI12
Toronto,ON,2014,4,200.799,64.255,87.82,210.342,61.35,96.407,132.321,42.342,57.871,PI12
Toronto,ON,2015,1,,,,236.635,96.407,122.699,,,,PI12
Toronto,ON,2015,2,,,,245.399,122.699,,,,,PI12
Vancouver,BC,2008,1,238.666,103.947,82.037,,,,157.274,68.498,54.06,VR2
Vancouver,BC,2008,2,217.801,82.037,108.186,,,,143.525,54.06,71.292,VR2
Vancouver,BC,2008,3,229.943,108.186,100.26,,,,151.526,71.292,66.068,VR2
Vancouver,BC,2008,4,226.843,100.26,93.083,,,,149.483,66.068,61.339,VR2
Vancouver,BC,2009,1,261.053,93.083,93.916,,,,172.027,61.339,61.888,VR2
Vancouver,BC,2009,2,238.472,93.916,109.246,,,,157.146,61.888,71.99,VR2
Vancouver,BC,2009,3,219.24,109.246,82.202,,,,144.473,71.99,54.169,VR2
Vancouver,BC,2009,4,269.802,82.202,124.805,,,,177.792,54.169,82.243,VR2
Vancouver,BC,2010,1,247.986,124.805,92.455,,,,163.416,82.243,60.925,VR2
Vancouver,BC,2010,2,236.367,92.455,115.927,,,,155.759,60.925,76.393,VR2
Vancouver,BC,2010,3,256.146,115.927,125.129,262.927,140.228,105.171,168.793,76.393,82.456,VR2
Vancouver,BC,2010,4,242.327,125.129,103.652,245.399,105.171,87.642,159.687,82.456,68.304,VR2
Vancouver,BC,2011,1,219.799,103.652,90.254,210.342,87.642,87.642,144.842,68.304,59.475,VR2
Vancouver,BC,2011,2,245.093,90.254,98.158,236.635,87.642,113.935,161.51,59.475,64.683,VR2
Vancouver,BC,2011,3,243.216,98.158,108.244,201.578,113.935,113.935,160.273,64.683,71.33,VR2
Vancouver,BC,2011,4,233.088,108.244,106.192,227.87,113.935,96.407,153.598,71.33,69.978,VR2
Vancouver,BC,2012,1,233.207,106.192,90.917,254.163,96.407,122.699,153.677,69.978,59.912,VR2
Vancouver,BC,2012,2,221.286,90.917,79.904,219.106,122.699,105.171,145.821,59.912,52.655,VR2
Vancouver,BC,2012,3,184.159,79.904,70.381,210.342,105.171,61.35,121.356,52.655,46.379,VR2
Vancouver,BC,2012,4,226.061,70.381,71.177,219.106,61.35,70.114,148.968,46.379,46.904,VR2
Vancouver,BC,2013,1,218.755,71.177,90.964,236.635,70.114,113.935,144.153,46.904,59.943,VR2
Vancouver,BC,2013,2,212.129,90.964,72.253,201.578,113.935,96.407,139.787,59.943,47.612,VR2
Vancouver,BC,2013,3,208.211,72.253,84.753,219.106,96.407,96.407,137.205,47.612,55.85,VR2
Vancouver,BC,2013,4,222.441,84.753,102.258,280.456,96.407,105.171,146.583,55.85,67.385,VR2
Vancouver,BC,2014,1,242.967,102.258,87.838,236.635,105.171,96.407,160.109,67.385,57.883,VR2
Vancouver,BC,2014,2,173.319,87.838,58.569,166.521,96.407,96.407,114.212,57.883,38.595,VR2
Vancouver,BC,2014,3,,,,280.456,96.407,122.699,,,,VR2
Vancouver,BC,2014,4,222.711,94.352,91.897,175.285,122.699,96.407,146.761,62.175,60.558,VR2
Vancouver,BC,2015,1,,,,271.691,96.407,166.521,,,,VR2
Vancouver,BC,2015,2,,,,227.87,166.521,,,,,VR2
Whitehorse,YT,2008,1,289.695,117.683,98.31,,,,190.901,77.55,64.784,WE2
Whitehorse,YT,2008,2,296.177,98.31,91.032,,,,195.172,64.784,59.988,WE2
Whitehorse,YT,2008,3,312.132,91.032,116.15,,,,205.686,59.988,76.539,WE2
Whitehorse,YT,2008,4,328.257,116.15,84.374,,,,216.312,76.539,55.6,WE2
Whitehorse,YT,2009,1,285.508,84.374,104.832,,,,188.142,55.6,69.082,WE2
Whitehorse,YT,2009,2,313.117,104.832,123.509,,,,206.335,69.082,81.389,WE2
Whitehorse,YT,2009,3,320.744,123.509,94.303,,,,211.361,81.389,62.143,WE2
Whitehorse,YT,2009,4,340.496,94.303,131.843,,,,224.377,62.143,86.881,WE2
Whitehorse,YT,2010,1,324.85,131.843,116.813,,,,214.067,86.881,76.977,WE2
Whitehorse,YT,2010,2,290.994,116.813,111.074,,,,191.757,76.977,73.194,WE2
Whitehorse,YT,2010,3,358.066,111.074,120.358,324.277,131.464,140.228,235.956,73.194,79.313,WE2
Whitehorse,YT,2010,4,377.736,120.358,137.836,306.748,140.228,131.464,248.917,79.313,90.83,WE2
Whitehorse,YT,2011,1,261.566,137.836,92.402,219.106,131.464,87.642,172.365,90.83,60.891,WE2
Whitehorse,YT,2011,2,337.683,92.402,97.362,289.22,87.642,122.699,222.524,60.891,64.159,WE2
Whitehorse,YT,2011,3,330.029,97.362,107.649,289.22,122.699,105.171,217.48,64.159,70.938,WE2
Whitehorse,YT,2011,4,332.05,107.649,117.698,297.984,105.171,96.407,218.812,70.938,77.56,WE2
Whitehorse,YT,2012,1,271.901,117.698,117.659,254.163,96.407,87.642,179.175,77.56,77.534,WE2
Whitehorse,YT,2012,2,300.388,117.659,77.202,306.748,87.642,96.407,197.947,77.534,50.874,WE2
